timestamp,temperature,humidity,soil_value,previous_soil_value,moisture_change_rate,vpd,soil_lag_1,soil_lag_2,soil_lag_3,soil_rolling_mean,soil_rate_per_hour,soil_status,pump_status,forecast_soil_4hr,forecast_soil_6hr,forecast_soil_8hr,forecast_risk,forecast_recommendation,ml_prediction,dry_soon_label,notification_status,debug_status
2026-06-14 13:33:19.016043,33.6,57,37.2,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 13:43:20.148827,33.9,58,36.9,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 13:53:21.252948,33.6,58,36.6,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 14:03:22.301205,32.0,58,36.1,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 14:13:23.387284,30.7,70,36.0,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 14:23:24.662952,30.5,70,36.3,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 14:33:25.739196,30.6,69,36.1,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 14:43:26.813347,31.4,69,35.8,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 14:53:27.894014,31.8,67,35.6,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 15:03:28.960175,31.1,65,35.4,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 15:13:30.047592,31.8,69,35.3,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 15:23:31.156145,30.0,68,35.1,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 15:33:32.203127,30.2,73,35.0,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 15:43:33.281887,30.4,70,34.9,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 15:53:34.326990,30.1,74,34.8,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 16:03:35.389266,29.4,72,34.7,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 16:13:36.462138,29.9,72,34.4,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 16:23:37.519666,29.5,77,34.3,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 16:33:38.597784,29.6,78,34.1,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 16:43:39.662357,29.7,80,33.9,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 16:53:40.719991,28.4,82,33.8,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 17:03:41.781841,29.5,82,33.5,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 17:13:42.843192,28.3,84,33.4,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 17:23:43.929594,28.2,85,33.0,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 17:33:44.982234,28.2,84,33.0,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 17:43:46.553657,28.2,84,32.8,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 17:53:47.612264,28.2,83,32.5,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 18:03:48.686923,28.1,84,32.4,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 18:13:49.759557,28.3,83,32.2,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 18:23:50.842124,28.2,83,32.3,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 18:33:51.905720,28.4,83,32.1,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 18:43:52.974253,28.2,83,32.0,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 18:53:54.037453,28.6,83,32.1,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 19:03:55.094146,28.5,82,31.9,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 19:13:56.158165,27.5,81,31.7,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 19:23:57.224554,27.8,84,31.6,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 19:33:58.286276,27.0,82,31.4,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 19:43:59.340805,27.4,84,31.4,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 19:54:00.388568,27.5,84,31.3,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 20:04:01.450001,27.5,86,31.1,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 20:14:02.574837,27.8,87,31.0,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 20:24:03.660042,27.4,87,30.8,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 20:34:04.734462,27.7,87,30.7,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 20:44:05.806770,27.5,87,30.4,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 20:54:07.113046,27.4,87,30.6,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 21:04:08.173349,27.6,87,30.6,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 21:14:09.241299,27.7,87,30.2,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 21:24:10.338260,27.2,86,30.4,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 21:34:11.419172,26.5,87,30.1,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 21:44:12.487714,26.8,87,30.0,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 21:54:13.561092,26.6,87,30.0,,,,,,,,,OPTIMAL,OFF,,,,,,,,,
2026-06-14 22:04:14.629983,26.7,88,29.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 22:14:15.966486,26.7,88,29.7,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 22:24:17.038055,26.7,87,29.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 22:34:18.094661,26.1,88,29.4,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 22:44:19.159506,26.6,89,29.5,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 22:54:20.214058,26.7,88,29.3,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 23:04:21.283424,26.5,88,29.2,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 23:14:22.356623,26.5,88,29.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 23:24:23.436304,26.6,88,29.1,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 23:34:24.493274,26.7,88,29.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 23:44:25.621269,26.8,88,29.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-14 23:54:26.697371,26.2,88,29.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 00:04:27.761348,26.4,88,28.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 00:14:28.840726,26.8,89,28.5,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 00:24:29.892975,26.7,88,28.5,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 00:34:30.957299,26.5,88,28.4,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 00:44:32.059185,26.1,88,28.2,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 00:54:33.121157,26.2,88,27.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 01:04:34.173341,26.3,88,27.9,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 01:14:35.290511,26.8,88,27.9,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 01:24:39.644415,26.3,88,27.7,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 01:34:40.690827,26.9,88,27.7,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 01:44:41.749310,26.6,88,27.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 01:54:42.823178,26.1,87,27.2,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 02:04:44.377604,26.1,87,27.2,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 02:14:45.437043,26.6,88,27.2,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 02:24:46.499112,26.9,88,27.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 02:34:47.551902,26.7,87,27.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 02:44:48.604067,26.8,87,26.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 02:54:49.668006,26.9,88,26.9,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 03:04:50.723423,26.8,88,26.5,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 03:14:51.778853,25.6,87,26.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 03:24:52.868157,25.6,88,26.3,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 03:34:53.921880,25.4,88,26.3,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 03:44:54.984417,25.9,89,26.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 03:54:56.043758,25.6,89,26.1,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 04:04:57.119683,25.2,88,25.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 04:14:58.170681,25.9,89,25.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 04:24:59.731767,25.9,89,25.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 04:35:00.784931,25.2,88,25.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 04:45:01.836181,25.3,89,25.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 04:55:03.140075,25.5,89,25.5,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 05:05:04.212016,25.9,89,25.5,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 05:15:05.305293,25.5,89,25.2,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 05:25:06.397880,25.2,89,25.3,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 05:35:07.463797,25.3,89,25.4,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 05:45:08.533999,25.7,89,25.3,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 05:55:09.620956,25.3,89,25.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 06:05:10.676461,25.3,88,25.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 06:15:11.734270,25.5,89,25.1,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 06:25:12.821228,25.9,89,25.9,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 06:35:13.873448,25.5,89,25.3,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 06:45:14.937632,25.3,90,24.9,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 06:55:16.001121,25.6,89,25.3,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 07:05:17.057630,25.3,88,25.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 07:15:18.141443,25.5,88,24.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 07:25:19.214330,25.7,89,24.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 07:35:20.265425,25.4,88,24.7,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 07:45:21.311991,25.8,89,24.7,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 07:55:22.379412,25.6,89,24.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 08:05:23.436967,25.0,89,24.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 08:15:24.528577,26.8,89,24.7,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 08:25:25.589315,26.4,88,24.8,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 08:35:26.643061,26.0,88,24.9,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 08:45:28.192829,26.0,88,24.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 08:55:29.251862,26.8,88,24.7,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 09:05:30.319935,26.0,87,24.7,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 09:15:31.368630,26.5,86,24.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 09:25:32.436561,27.4,85,24.6,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 09:35:33.493249,27.2,86,24.1,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-15 09:45:34.556405,27.4,85,24.0,,,,,,,,,DRY,ON,,,,,,,,,
2026-06-17 22:37:05,32.0,55.0,45.0,24.0,21.0,2.1,24.0,24.1,24.6,31.0,0.3,OPTIMAL,OFF,44.7,44.7,44.7,OK,Forecast OK. No early watering needed.,Forecast OK,,NONE;NO_RISK,OK
